Name,Cluster,Current_Score,Current_Rank,Weak_Feature_1,Weak_Feature_2,Rec_Message,Est_Score_Gain,Est_Rank_Improvement
National Institute of Technology Tiruchirappalli,0,60.102705065593256,20.965870742080686,RPC (100),TLR (100),"To improve your NIRF rank, focus on: RPC (100), TLR (100). Estimated score gain: 2.47, rank improvement: 12.7 places.",2.469960667772135,12.732912138453612
University of Delhi,0,60.32706570905547,21.98219632848971,TLR (100),PERCEPTION (100),"To improve your NIRF rank, focus on: TLR (100), PERCEPTION (100). Estimated score gain: 5.03, rank improvement: 9.0 places.",5.029683486205506,8.975505299461325
Calcutta University,0,61.46087582993652,22.07971523027997,PERCEPTION (100),RPC (100),"To improve your NIRF rank, focus on: PERCEPTION (100), RPC (100). Estimated score gain: 4.66, rank improvement: 8.6 places.",4.655958857138195,8.563959045321617
Indian Institute of Technology Gandhinagar,1,58.907872542530534,24.21624821010359,GO (100),OI (100),"To improve your NIRF rank, focus on: GO (100), OI (100). Estimated score gain: 4.72, rank improvement: 4.2 places.",4.722665082826275,4.242426636008055
Birla Institute of Technology  & Science -Pilani,1,58.592187017156064,25.907383209348044,OI (100),TLR (100),"To improve your NIRF rank, focus on: OI (100), TLR (100). Estimated score gain: 3.60, rank improvement: 11.6 places.",3.596608068937776,11.569829693793533
Siksha `O` Anusandhan,1,58.225090123432,26.0423917834535,GO (100),RPC (100),"To improve your NIRF rank, focus on: GO (100), RPC (100). Estimated score gain: 4.28, rank improvement: 14.6 places.",4.276537140458011,14.590545529839405
Saveetha Institute of Medical and Technical Sciences,1,58.58773901672075,26.96831848143456,PERCEPTION (100),GO (100),"To improve your NIRF rank, focus on: PERCEPTION (100), GO (100). Estimated score gain: 2.81, rank improvement: 7.2 places.",2.8059669569678647,7.246081846607758
Indian Institute of Technology Indore,1,58.19157271901996,27.19954768096601,OI (100),PERCEPTION (100),"To improve your NIRF rank, focus on: OI (100), PERCEPTION (100). Estimated score gain: 0.88, rank improvement: 9.8 places.",0.8790968973403892,9.758183811598986
Kalinga Institute of Industrial Technology,1,57.92792619160093,29.04332011085176,PERCEPTION (100),RPC (100),"To improve your NIRF rank, focus on: PERCEPTION (100), RPC (100). Estimated score gain: 3.97, rank improvement: 11.3 places.",3.97054466030157,11.321176505047834
Homi Bhabha National Institute,1,57.27110383135367,30.15346800130115,PERCEPTION (100),OI (100),"To improve your NIRF rank, focus on: PERCEPTION (100), OI (100). Estimated score gain: 1.45, rank improvement: 6.2 places.",1.4467564510561601,6.222424992088499
Indian Institute of Technology (Banaras Hindu University) Varanasi,1,56.755339965893555,31.730402883631236,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 1.42, rank improvement: 16.6 places.",1.4216189715933325,16.646454478396073
S.R.M. Institute of Science and Technology,1,55.94666511723099,30.23912325402022,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 5.34, rank improvement: 11.1 places.",5.336830745270525,11.110450391309389
Indian Institute of Technology Ropar,1,55.649341902817156,33.07884432401478,GO (100),RPC (100),"To improve your NIRF rank, focus on: GO (100), RPC (100). Estimated score gain: 5.16, rank improvement: 14.5 places.",5.157805571003536,14.458594612037547
Indian Institute of Science Education & Research Pune,1,55.349627192556355,31.765360108059852,GO (100),OI (100),"To improve your NIRF rank, focus on: GO (100), OI (100). Estimated score gain: 4.45, rank improvement: 9.0 places.",4.453865560785829,9.023728765493395
Savitribai Phule Pune University,1,56.28194868917053,34.92975165194866,OI (100),TLR (100),"To improve your NIRF rank, focus on: OI (100), TLR (100). Estimated score gain: 4.61, rank improvement: 11.0 places.",4.606005945836074,11.004303352501712
Bharathiar University,1,55.334482144799196,35.64671130001044,OI (100),TLR (100),"To improve your NIRF rank, focus on: OI (100), TLR (100). Estimated score gain: 4.11, rank improvement: 14.0 places.",4.111135857538578,13.966034812277101
National Institute of Technology Rourkela,1,55.56563356708263,37.26176048960442,OI (100),TLR (100),"To improve your NIRF rank, focus on: OI (100), TLR (100). Estimated score gain: 3.95, rank improvement: 16.2 places.",3.946238464574634,16.179292117202554
"National Institute of Technology Karnataka, Surathkal",1,55.77783053598243,36.983406406310785,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 1.02, rank improvement: 17.3 places.",1.0223026853802821,17.298271096507232
Jawaharlal Institute of Post Graduate Medical Education & Research,1,55.72647135791241,38.53554703862861,RPC (100),GO (100),"To improve your NIRF rank, focus on: RPC (100), GO (100). Estimated score gain: 5.96, rank improvement: 16.1 places.",5.958261361868487,16.055997426427357
Thapar Institute of Engineering and Technology (Deemed-to-be-university),1,55.52877307208452,38.57159363047114,PERCEPTION (100),TLR (100),"To improve your NIRF rank, focus on: PERCEPTION (100), TLR (100). Estimated score gain: 3.34, rank improvement: 15.8 places.",3.339273631161106,15.835864757118252
Institute of Chemical Technology,1,53.99059876907296,40.76829565900717,OI (100),TLR (100),"To improve your NIRF rank, focus on: OI (100), TLR (100). Estimated score gain: 4.90, rank improvement: 16.8 places.",4.904098288575938,16.80961984877848
Indian Institute of Technology (Indian School of Mines),1,53.526044419936966,41.911470387444425,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 3.25, rank improvement: 17.9 places.",3.2456843516888725,17.940667794680866
Indian Institute of Science Education & Research Kolkata,1,53.77616049841171,41.78462095754621,OI (100),PERCEPTION (100),"To improve your NIRF rank, focus on: OI (100), PERCEPTION (100). Estimated score gain: 1.06, rank improvement: 10.0 places.",1.057049385799786,10.010344327885555
Panjab University,1,53.279451364827295,44.146006650549666,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 2.15, rank improvement: 18.9 places.",2.146551876386283,18.88611216264806
Chandigarh University,1,53.0421314630949,50.26233771816392,RPC (100),TLR (100),"To improve your NIRF rank, focus on: RPC (100), TLR (100). Estimated score gain: 8.00, rank improvement: 19.3 places.",7.999392085672973,19.254327350447742
Lovely Professional University,1,53.618635141242464,44.22373993080498,TLR (100),GO (100),"To improve your NIRF rank, focus on: TLR (100), GO (100). Estimated score gain: 1.37, rank improvement: 22.1 places.",1.371212265983786,22.071887937738165
Kerala University,1,52.550785245697966,46.86819084549707,RPC (100),PERCEPTION (100),"To improve your NIRF rank, focus on: RPC (100), PERCEPTION (100). Estimated score gain: 4.32, rank improvement: 17.6 places.",4.316610431090766,17.630551806957524
Kalasalingam Academy of Research and Education,1,51.49974036958747,48.096090589511434,RPC (100),TLR (100),"To improve your NIRF rank, focus on: RPC (100), TLR (100). Estimated score gain: 8.15, rank improvement: 22.1 places.",8.151438974421453,22.144123782821577
Shanmugha Arts Science Technology & Research Academy,1,52.21624940160011,50.17810997373901,PERCEPTION (100),GO (100),"To improve your NIRF rank, focus on: PERCEPTION (100), GO (100). Estimated score gain: 3.19, rank improvement: 14.3 places.",3.1944941823729636,14.347685854366283
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),1,51.98192757628051,50.15953118221539,OI (100),GO (100),"To improve your NIRF rank, focus on: OI (100), GO (100). Estimated score gain: 2.29, rank improvement: 12.4 places.",2.2852977677335815,12.395435728279992
"Indian Institute of Science Education & Research, Mohali",1,51.793538682176646,50.777135243747104,GO (100),RPC (100),"To improve your NIRF rank, focus on: GO (100), RPC (100). Estimated score gain: 3.91, rank improvement: 23.9 places.",3.911850759477389,23.857705831728506
"Mahatma Gandhi University, Kottayam",1,51.851159724524166,52.537266787831996,OI (100),PERCEPTION (100),"To improve your NIRF rank, focus on: OI (100), PERCEPTION (100). Estimated score gain: 2.14, rank improvement: 10.7 places.",2.1353261161209147,10.656870125108746
National Institute of Technology Warangal,1,51.83092973276133,53.162962877983844,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 3.16, rank improvement: 22.3 places.",3.160283358954935,22.275387491612157
National Institute of Technology Calicut,1,49.582932512712986,54.3733826705668,RPC (100),TLR (100),"To improve your NIRF rank, focus on: RPC (100), TLR (100). Estimated score gain: 8.02, rank improvement: 28.0 places.",8.016637226080086,27.997915799600147
JSS Academy of Higher Education and Research,1,51.296525706591815,55.13332030233962,RPC (100),GO (100),"To improve your NIRF rank, focus on: RPC (100), GO (100). Estimated score gain: 3.80, rank improvement: 23.3 places.",3.8008428201484534,23.3201047487014
Alagappa University,1,50.80267981044969,57.59249324215887,OI (100),PERCEPTION (100),"To improve your NIRF rank, focus on: OI (100), PERCEPTION (100). Estimated score gain: 0.51, rank improvement: 10.5 places.",0.5093818892035955,10.491709540452305
Amity University,1,50.97713834982751,56.710756639562206,TLR (100),GO (100),"To improve your NIRF rank, focus on: TLR (100), GO (100). Estimated score gain: 4.89, rank improvement: 22.7 places.",4.890192882462756,22.726725917954028
University of Kashmir,1,50.35466926542557,58.26394877471882,PERCEPTION (100),OI (100),"To improve your NIRF rank, focus on: PERCEPTION (100), OI (100). Estimated score gain: 2.69, rank improvement: 9.4 places.",2.6860316678150014,9.445768125766378
Symbiosis International,1,50.9209418328877,60.876465075847165,RPC (100),PERCEPTION (100),"To improve your NIRF rank, focus on: RPC (100), PERCEPTION (100). Estimated score gain: 2.76, rank improvement: 24.1 places.",2.763442592173604,24.052614183927176
Indian Institute of Science Education & Research Bhopal,1,50.2231932471239,60.1079912761041,PERCEPTION (100),GO (100),"To improve your NIRF rank, focus on: PERCEPTION (100), GO (100). Estimated score gain: 2.93, rank improvement: 17.5 places.",2.93286149236161,17.459240756512784
Delhi Technological University,1,50.501179556001006,60.516102503984555,GO (100),OI (100),"To improve your NIRF rank, focus on: GO (100), OI (100). Estimated score gain: -1.25, rank improvement: 14.6 places.",-1.2517548287507978,14.575595758257897
Malaviya National Institute of Technology,1,50.09226510080189,61.99701497585757,TLR (100),PERCEPTION (100),"To improve your NIRF rank, focus on: TLR (100), PERCEPTION (100). Estimated score gain: 4.65, rank improvement: 23.8 places.",4.645332264091003,23.819962653345897
Cochin University of Science and Technology,1,50.20911338084409,61.891587093501705,OI (100),PERCEPTION (100),"To improve your NIRF rank, focus on: OI (100), PERCEPTION (100). Estimated score gain: 0.68, rank improvement: 11.4 places.",0.6804834716065074,11.386288328586822
Osmania University,1,50.338233379081636,64.87964060122225,PERCEPTION (100),OI (100),"To improve your NIRF rank, focus on: PERCEPTION (100), OI (100). Estimated score gain: -1.76, rank improvement: 9.2 places.",-1.7618202277605732,9.221391669744804
University of Madras,1,49.754917060249596,65.15698896608122,OI (100),GO (100),"To improve your NIRF rank, focus on: OI (100), GO (100). Estimated score gain: 3.28, rank improvement: 17.0 places.",3.283857015209378,17.009229129318797
Indian Institute of Technology Patna,1,49.420274312266386,67.2540900630065,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 4.38, rank improvement: 26.6 places.",4.376938837129728,26.623922702052255
Indian Institute of Technology Jodhpur,1,49.62159697983354,65.86328971275749,GO (100),PERCEPTION (100),"To improve your NIRF rank, focus on: GO (100), PERCEPTION (100). Estimated score gain: 2.27, rank improvement: 17.9 places.",2.274891471064578,17.937471079775477
"Indian Institute of Engineering Science and Technology, Shibpur",1,49.608650076641695,66.46127111770713,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 3.13, rank improvement: 26.4 places.",3.1303824996495706,26.373383835492447
Babasheb Bhimrao Ambedkar University,1,49.94701077283862,68.9100844134618,PERCEPTION (100),RPC (100),"To improve your NIRF rank, focus on: PERCEPTION (100), RPC (100). Estimated score gain: 2.05, rank improvement: 25.5 places.",2.0538719817690136,25.47194880703043
Bharathidasan University,1,49.387133457045266,69.8459763977139,OI (100),TLR (100),"To improve your NIRF rank, focus on: OI (100), TLR (100). Estimated score gain: 4.16, rank improvement: 25.3 places.",4.163971245922397,25.33456886997881
Mysore University,1,49.35045558426303,71.47424207941248,RPC (100),PERCEPTION (100),"To improve your NIRF rank, focus on: RPC (100), PERCEPTION (100). Estimated score gain: 3.24, rank improvement: 27.5 places.",3.239724489445422,27.46106233273327
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",1,48.513048443666854,72.39514560886113,TLR (100),RPC (100),"To improve your NIRF rank, focus on: TLR (100), RPC (100). Estimated score gain: 5.99, rank improvement: 38.0 places.",5.99161331673232,38.02463681400596
Indian Institute of Technology Mandi,1,49.46656959823082,72.45881908476447,GO (100),TLR (100),"To improve your NIRF rank, focus on: GO (100), TLR (100). Estimated score gain: 4.10, rank improvement: 32.1 places.",4.0999358547255795,32.057688681922386
"Punjab Agricultural University, Ludhiana",1,49.76088674807151,73.00853740873184,OI (100),PERCEPTION (100),"To improve your NIRF rank, focus on: OI (100), PERCEPTION (100). Estimated score gain: 0.68, rank improvement: 13.1 places.",0.6799330571007189,13.099742394609109
Datta Meghe Institute of Higher Education and Research,1,48.77329489350344,75.08442190987932,PERCEPTION (100),GO (100),"To improve your NIRF rank, focus on: PERCEPTION (100), GO (100). Estimated score gain: 2.90, rank improvement: 21.3 places.",2.8991436320531037,21.255203098750897
"Andhra University, Visakhapatnam",1,48.26247991705445,76.03039856335116,RPC (100),TLR (100),"To improve your NIRF rank, focus on: RPC (100), TLR (100). Estimated score gain: 6.29, rank improvement: 39.8 places.",6.292842605636665,39.78573528245699
King George`s Medical University,1,47.822795098839805,77.2742892034238,GO (100),RPC (100),"To improve your NIRF rank, focus on: GO (100), RPC (100). Estimated score gain: 5.72, rank improvement: 35.1 places.",5.717709531953716,35.12747572505701
Jamia Hamdard,1,49.255768338601264,76.8912494297589,TLR (100),PERCEPTION (100),"To improve your NIRF rank, focus on: TLR (100), PERCEPTION (100). Estimated score gain: 1.66, rank improvement: 27.9 places.",1.6619512858708134,27.855839718358382
UPES,1,48.9816324873901,79.39280801135827,GO (100),RPC (100),"To improve your NIRF rank, focus on: GO (100), RPC (100). Estimated score gain: 2.31, rank improvement: 33.0 places.",2.3103891501880014,33.00625263395783
Sri Sivasubramaniya Nadar College of Engineering,1,48.582733716652804,79.59819241256022,OI (100),PERCEPTION (100),"To improve your NIRF rank, focus on: OI (100), PERCEPTION (100). Estimated score gain: 1.44, rank improvement: 16.8 places.",1.4433730589987803,16.8192259902564
Dr. D. Y. Patil Vidyapeeth,1,48.00941250943339,81.19535009219196,RPC (100),GO (100),"To improve your NIRF rank, focus on: RPC (100), GO (100). Estimated score gain: 5.11, rank improvement: 35.2 places.",5.105215678416414,35.15983631580979
"Visvesvaraya National Institute of Technology, Nagpur",1,48.174786725654634,81.21187767865065,TLR (100),PERCEPTION (100),"To improve your NIRF rank, focus on: TLR (100), PERCEPTION (100). Estimated score gain: 3.84, rank improvement: 32.0 places.",3.8402699291723152,31.97286903589339
National Institute of Technology Silchar,1,48.339161240278564,82.11697280765908,TLR (100),PERCEPTION (100),"To improve your NIRF rank, focus on: TLR (100), PERCEPTION (100). Estimated score gain: 3.84, rank improvement: 30.8 places.",3.8404269313821047,30.840096400923414
Sathyabama Institute of Science and Technology,1,48.79774654341503,79.0615274910443,TLR (100),GO (100),"To improve your NIRF rank, focus on: TLR (100), GO (100). Estimated score gain: 3.28, rank improvement: 32.0 places.",3.2826113832298773,32.043124411314196
Gujarat University,1,47.833762069240215,83.29825764554681,RPC (100),PERCEPTION (100),"To improve your NIRF rank, focus on: RPC (100), PERCEPTION (100). Estimated score gain: 4.25, rank improvement: 31.4 places.",4.250471474786764,31.397659256508433
"All India Institute of Medical Sciences, Rishikesh",1,47.87336371269009,85.8559840992116,GO (100),PERCEPTION (100),"To improve your NIRF rank, focus on: GO (100), PERCEPTION (100). Estimated score gain: 2.58, rank improvement: 24.5 places.",2.581047650405722,24.51230465976176
Guru Nanak Dev University,1,47.77064744548134,86.5250315892786,RPC (100),TLR (100),"To improve your NIRF rank, focus on: RPC (100), TLR (100). Estimated score gain: 6.28, rank improvement: 41.7 places.",6.2818431321138135,41.6950624554304
SVKM`s Narsee Monjee Institute of Management Studies,1,47.32396165052011,86.9464527664645,RPC (100),PERCEPTION (100),"To improve your NIRF rank, focus on: RPC (100), PERCEPTION (100). Estimated score gain: 3.43, rank improvement: 30.1 places.",3.4318418346051374,30.09945038926847
Graphic Era University,1,47.04667150439393,88.18799012489082,RPC (100),GO (100),"To improve your NIRF rank, focus on: RPC (100), GO (100). Estimated score gain: 1.11, rank improvement: 33.8 places.",1.1146413121166105,33.83079912848167
National Institute of Technology Durgapur,1,46.80167078101693,90.17362531288492,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 3.94, rank improvement: 31.0 places.",3.9376323398205955,31.044500571415433
Indian Institute of Technology Bhubaneswar,1,47.265812845868645,88.0432052340838,TLR (100),OI (100),"To improve your NIRF rank, focus on: TLR (100), OI (100). Estimated score gain: 3.83, rank improvement: 28.0 places.",3.834186490532524,28.010718047829286
Visvesvaraya Technological University,1,46.654947610194235,92.39345493879505,PERCEPTION (100),GO (100),"To improve your NIRF rank, focus on: PERCEPTION (100), GO (100). Estimated score gain: 2.95, rank improvement: 23.0 places.",2.9467230254907406,22.98446353734792
Tamil Nadu Agricultural University,1,46.48920546569751,93.47703475085653,RPC (100),OI (100),"To improve your NIRF rank, focus on: RPC (100), OI (100). Estimated score gain: 3.53, rank improvement: 28.3 places.",3.52523234651332,28.268165672318986
Madurai Kamaraj University,1,46.503684217423086,93.18469595235605,RPC (100),OI (100),"To improve your NIRF rank, focus on: RPC (100), OI (100). Estimated score gain: 3.60, rank improvement: 29.5 places.",3.598711496992493,29.525877582772587
Shiv Nadar University,1,46.40387804560946,95.37310396957939,GO (100),RPC (100),"To improve your NIRF rank, focus on: GO (100), RPC (100). Estimated score gain: 4.68, rank improvement: 38.7 places.",4.679750314504524,38.66138715599614
Mumbai University,1,45.774687923062345,96.19380178931034,RPC (100),PERCEPTION (100),"To improve your NIRF rank, focus on: RPC (100), PERCEPTION (100). Estimated score gain: 4.00, rank improvement: 30.9 places.",3.9960895402108108,30.9132264311895
Banasthali Vidyapith,1,45.890462335786715,97.00018450303101,RPC (100),TLR (100),"To improve your NIRF rank, focus on: RPC (100), TLR (100). Estimated score gain: 5.26, rank improvement: 42.0 places.",5.261730918869844,42.04977099002408
Sri Ramachandra Institute of Higher Education and Research,1,45.725122046421845,98.5869470686087,RPC (100),GO (100),"To improve your NIRF rank, focus on: RPC (100), GO (100). Estimated score gain: 4.90, rank improvement: 37.6 places.",4.8984913287774745,37.6361207192076
Indian Institute of Management Calcutta,1,45.856930037710256,98.78254011889722,RPC (100),GO (100),"To improve your NIRF rank, focus on: RPC (100), GO (100). Estimated score gain: 1.07, rank improvement: 35.5 places.",1.0684757883478113,35.534547217400075
Christ University,1,45.78949218576837,100.40895229755291,RPC (100),TLR (100),"To improve your NIRF rank, focus on: RPC (100), TLR (100). Estimated score gain: 3.89, rank improvement: 42.6 places.",3.888686365922993,42.60915205862571
